"Year week","Pizza","Price offer","Christmas","New year","17th of May - National day","Easter","Kr. Himmelfart (Ascension day)","Pinse (pentecost)","Summer vacation","Temperature","Precipitation","Sun","Campaign 1","Campaign 2","Campaign 3","Campaign 4","Campaign 5","Campaign 6","Campaign 7","Campaign 8","Campaign 9","Campaign 10","Campaign 11","Campaign 12","Campaign 13","Campaign 14","Campaign 15","Campaign 16","Campaign17","Campaign 18","Competitor 1","Competitor 2","Competitor 3","Competitor 4","Competitor 5","Competitor 6","Competitor 7"
"7",98.1331464611072,0.929929958127198,0,0,0,0,0,0,0,-7.80611819445179,9.81877325102131,6.52158650612036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148.9,0,0,139.1,0
"8",131.994393833217,5.36422563482322,0,0,0,0,0,0,0,-3.03490149942969,35.5605544099253,5.69568269877593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.8,0,0,212.9,0
"9",101.217472553142,0.373210902444071,0,0,0,0,0,0,0,-1.36793461822331,11.4011739344122,6.13022110856851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.2,0,0,66.6,0
"10",92.5708946507825,0.0210989011482097,0,0,0,0,0,0,0,1.39457815730453,30.7978065882791,7.00548453022704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,0,57.1,0
"11",99.8925484699836,0.409146351456821,0,0,0,0,0,0,0,0.88749739469994,19.2062993137487,10.9007447094441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.4,0,0,78.3,0
"12",98.0434477925718,0.421621255659018,0,0,0,0,0,0,0,2.08898369702916,18.0021702987399,9.67533127779665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.4,0.6,0,0,74.6,0
"13",137.215603830881,7.53207551793744,0,0,0,0,0,0,0,-1.45698682544821,9.60204170194017,17.1604218752377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.9,72.3,0,0,75.8,0
"14",109.944405512731,1.46972728808097,0,0,0,1,0,0,0,3.44144012172665,18.1673541871537,9.54990573602902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,77.6,0
"15",81.4650782527447,0.74607525583095,0,0,0,3,0,0,0,6.01560100809684,22.8245487618092,10.1458452159043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0,8.9,60.9,0
"16",116.972669936931,3.25216604920987,0,0,0,1,0,0,0,5.70953980915742,6.28164134032068,22.9694712189526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113.1,0,118.8,67.1,0
"17",103.179630927353,0.217330193679419,0,0,0,0,0,0,0,7.70176002897925,2.4961487690656,16.1128034370503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.6,76.3,0
"18",95.4711516000934,0.38290270181224,0,0,0,0,0,0,0,9.97724208030239,9.31818966436356,20.6834334390152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.5,109.5,0,0,72.3,0
"19",114.958187339407,0.333483099761656,0,0,0,0,0,0,0,7.89744867432283,23.5268069680902,23.3014089144508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.3,0,169.4,143.1,78.1,0
"20",104.876430740481,0.412708273559056,0,0,1,0,0,0,0,9.90889712043323,2.67426609132791,31.2281294310705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.7,127.7,160.6,0,51.9,0
"21",111.395468348517,1.38622841571317,0,0,0,0,1,0,0,10.6550314533604,23.3491748702097,13.4052862172798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,189.5,0,52.4,0
"22",118.371408549404,1.88580318467751,0,0,0,0,0,1,0,12.478451763677,21.6066264728139,19.027580310248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166.9,0,0,63.4,0
"23",131.577668768979,5.12651866366567,0,0,0,0,0,1,0,10.1747052918295,7.85980796422162,32.7251305091317,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,183.5,0,0,55.2,0
"24",122.953515533754,0.444768732659385,0,0,0,0,0,0,0,11.3976365669994,12.7384114543379,30.1294597479567,0,0,0,0,0,0,0,0,0,0,154.5,0,0,0,0,0,0,0,0,0,0,0,0,74.4,0
"25",128.498948843728,0.793448678272036,0,0,0,0,0,0,0,11.3777634505519,20.5439725863535,29.8244183514692,0,0,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,75.8,0
"26",145.429572529783,8.22180921986756,0,0,0,0,0,0,1,17.7544421252215,0.628755739329946,37.318042920643,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,106.8,0,0,38.3,0
"27",142.370474188274,7.45218451818505,0,0,0,0,0,0,1,20.0514440195905,11.8956782774775,30.5619524059883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.2,0
"28",109.091333800514,0.0214302945643045,0,0,0,0,0,0,1,14.34066178656,29.8654396663139,24.5032602057344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.3,0
"29",104.320485867788,0.0677450960423668,0,0,0,0,0,0,1,15.8304916236132,36.1322172496379,20.7534054519094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6,0
"30",104.933426769446,0.154409621560217,0,0,0,0,0,0,1,14.8414551177487,34.0743987694804,20.2628249451676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3,0
"31",108.717589348283,0.109024280855479,0,0,0,0,0,0,1,15.0798074651676,43.5343563631716,18.2743575445696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.7,0,0,0,37.9,0
"32",109.697734174258,0.284248468435134,0,0,0,0,0,0,1,17.3339355417574,27.2453111794733,24.9918566550364,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,99.8,0,0,0,53.2,0
"33",116.640037374445,0.0439820607982316,0,0,0,0,0,0,1,13.6684843500306,41.9224873554491,15.8533868646476,0,0,0,0,0,0,0,0,0,0,164.2,0,0,0,0,0,0,0,0,62.9,0,0,0,60.2,0
"34",117.965895818734,1.03055831668308,0,0,0,0,0,0,0,14.3537890228095,19.8392988281374,20.7313004179479,0,0,0,0,0,0,0,0,0,0,173.4,0,0,0,0,0,0,0,0,0,0,0,0,65.8,0
"35",274.779724363466,33.9935400639414,0,0,0,0,0,0,0,14.2598529031476,30.3021079539101,17.9348001338283,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,119.4,3,0,8.4,83.3,0
"36",123.787900023359,0.571830025117302,0,0,0,0,0,0,0,12.973087599573,42.7568351826666,10.6857764961418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.8,128.9,0,88.1,75.5,0
"37",125.426769446391,0.732911631364131,0,0,0,0,0,0,0,12.3484259460674,30.8122115021345,11.6077397358485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.1,131.9,176.9,39.5,66.8,0
"38",127.957953749124,0.852145130376756,0,0,0,0,0,0,0,10.8278379971641,9.76166934076707,12.5616964328389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.3,161.1,0,62,0
"39",132.181266059332,0.749648671968888,0,0,0,0,0,0,0,11.2670047282433,36.4684178513755,7.71473757441543,142.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.6,0,61,0
"40",135.293622985284,0.632846393462754,0,0,0,0,0,0,0,4.98780687991758,32.3773327993801,14.5829400799783,164.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.5,0
"41",141.073580939033,1.30754572289863,0,0,0,0,0,0,0,3.83716585812911,33.5531012890291,12.0519423688669,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.4,0,0,0,49.9,0
"42",193.165148329829,15.9447058866939,0,0,0,0,0,0,0,3.56549789653357,9.08169752933926,10.9406078565701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.2,0,0,0,67.2,0
"43",183.879467414156,11.4796621876803,0,0,0,0,0,0,0,4.41310747425487,10.0504970446206,9.62281878481792,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.8,0,0,4.3,71.3,0
"44",142.580705442654,0.953931978388498,0,0,0,0,0,0,0,2.84306445334553,6.81600528405708,8.96445053398548,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,133.7,71.3,0
"45",145.24643774819,1.60076972442086,0,0,0,0,0,0,0,3.51486073755075,32.1710337904494,6.52871913873387,152.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.3,0,0,172.8,59.4,0
"46",236.602662929222,20.5241666784783,0,0,0,0,0,0,0,1.28536259149157,20.8279625491581,6.3014344170881,186.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.7,0,0,0,56.1,0
"47",133.81359495445,0.144000698978936,0,0,0,0,0,0,0,5.06129002878615,52.9604716384998,1.40413986275879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.7,0,221,104.8,76.8,0
"48",201.320252277505,12.3947900036526,0,0,0,0,0,0,0,3.441011632991,36.5285482625282,15,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.2,206.3,0.2,62.9,0
"49",156.729736042981,7.68580023950876,0,0,0,0,0,0,0,-1.18168114377111,19.4450789386941,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.9999999999999,0,0,57,0
"50",144.798878766643,0.218000336574502,0,0,0,0,0,0,0,2.16760356245554,12.7313965305172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.1,0,0,52.7,0
"51",153.903293622985,0.61972063588064,0,0,0,0,0,0,0,-6.20283629274373,13.387970708849,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.9,0,0,52.8,0
"52",83.5701938799346,0.331726286549023,1,0,0,0,0,0,0,-5.88965631634774,23.8958023326001,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141.4,0,0,64.3,0
"53",135.841158607802,8.67962224057705,0,1,0,0,0,0,0,-10.5198917649257,3.59301282267984,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2020-1",128.629759402009,0.497705850665179,0,0,0,0,0,0,0,-14.3404768960928,2.6623213068144,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0
"2020-2",214.742349918243,15.6480721077087,0,0,0,0,0,0,0,-6.36344652052279,3.63628181500381,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.8,0
"2020-3",128.01681850035,0.641741774586161,0,0,0,0,0,0,0,-3.93234121609458,5.33766180650939,4.08704809632778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.5,0,0,0,65.5,0
"2020-4",123.554309740715,1.24841187696979,0,0,0,0,0,0,0,-6.39279283964991,15.3692426791626,6.43453840979258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.5,0,0,0,69.4,0
"2020-5",131.751459939266,0.612571100495333,0,0,0,0,0,0,0,-6.33850977921713,7.27500992060912,9.39136539755185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.1,144.4,0,0,68.4,0
"6",135.069376313945,0.123187726124272,0,0,0,0,0,0,0,-6.25316127112043,5.85338451859649,11.3474903134648,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,176.3,0,0,46.8,0
"7",138.295725297828,2.12965867494076,0,0,0,0,0,0,0,-7.44170078361839,9.81906681263701,8.56546159020742,0,0,0,0,0,0,0,0,136.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.8,0
"8",215.861714552675,21.4066948680467,0,0,0,0,0,0,0,-8.0056217995794,14.2533604990729,5.39136539755185,0,0,0,0,0,0,0,0,165.6,0,0,0,0,0,0,0,0,0,0,98.6000000000001,205.3,0,0,42.2,0
"9",132.808222377949,4.07261215347169,0,0,0,0,0,0,0,-5.40855070108406,5.83086063559509,16.9129519036722,0,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,170.5,214.9,219.9,152.1,77.5,0
"10",134.944171922448,0.756088446611136,0,0,0,0,0,0,0,-0.440386852904928,23.7517731289446,10.1733941208092,0,0,0,0,0,0,0,0,199.7,0,0,0,0,0,0,0,0,0,0,41.9,219.3,198.4,139.6,74.4,0
"11",155.650548937164,7.47444026905844,0,0,0,0,0,0,0,0.461198685382869,20.0746450814322,10.4345384097926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.1,0
"12",141.854706844195,2.59994518830313,0,0,0,0,0,0,0,1.62221348391013,16.4315864913289,17.4352404816389,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,181.2,0,161.4,86.6,0
"13",113.083858911469,2.83543356617764,0,0,0,3,0,0,0,2.47472129201959,27.7097339165601,18.8697788914315,0,0,0,0,0,0,0,161.5,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,75.7,0
"14",190.508759635599,14.1109946216825,0,0,0,1,0,0,0,4.76418232623683,4.67866382527246,21.1740961926556,0,0,0,0,0,0,0,152.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.2,91.8,0
"15",137.314646110722,0.863451479029523,0,0,0,0,0,0,0,5.15316161293215,13.2404266199118,22.3036152293777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.8,0
"16",149.897687456202,3.63071345098087,0,0,0,0,0,0,0,3.2790732488314,5.28376619464698,29.5215865061204,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.8,0
"17",122.989021256716,4.9055589736966,0,0,0,0,0,0,0,6.07554678670774,22.5240672157024,12.9561249159129,0,0,0,0,0,0,0,120.1,0,0,0,0,0,0,0,0,0,0,0,175.3,59.2,0,0,101.6,0
"18",128.290586311609,0.196869605649931,0,0,0,0,0,0,0,5.71293810510717,3.54744895065085,31.7388557110167,0,0,0,0,0,0,0,106.7,0,0,0,0,0,0,0,0,0,0,0,182.8,170.1,0,0,83.7,0
"19",134.253679046952,5.33034330116263,0,0,0,0,1,0,0,7.65766444057792,18.5836672188229,20.6086346024481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.2,0,0,102.9,0
"20",116.618547068442,3.408843207294,0,0,1,0,0,1,0,12.5564308045143,11.0168008831032,16.5647595183611,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.5,0,0,88.5,0
"21",138.074281709881,2.27852247942382,0,0,0,0,0,1,0,9.13162307358813,8.17809903966423,16.3036152293777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138.4,0,0,77,0
"22",136.107451530016,2.8161764575715,0,0,0,0,0,0,0,12.6276955361885,6.93980409442128,23.21656713305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.3,0,0,77.6,0
"23",161.847231955151,3.95346859191715,0,0,0,0,0,0,0,12.4246293492214,27.7954750840586,26.9568269877593,0,0,0,0,0,0,0,0,0,28.4,0,0,0,0,0,0,0,0,0,0,122.5,0,0,81.8,0
"24",226.147161878066,22.2750013496576,0,0,0,0,0,0,0,11.2558185526892,13.9381345354216,18.8252017354981,0,0,0,0,0,0,0,0,0,57.9,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6,0
"25",126.415323522541,0.435995098739175,0,0,0,0,0,0,0,13.2295894742462,-13.3268206456415,20.9122498318259,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,62.9,0
"26",194.851670170521,16.5532470119553,0,0,0,0,0,0,1,16.0406972151415,-29.0129616983875,27.6518076146889,0,0,0,0,0,0,0,0,0,115.4,0,0,0,0,0,0,0,0,0,0,0,0,0,59.3,0
"27",124.586778790002,0.188771757057864,0,0,0,0,0,0,1,16.1777845292694,16.6298846452895,16.3474903134648,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,49.3,0
"28",118.502219107685,0,0,0,0,0,0,0,1,16.2678096657742,32.764272206952,17.5215865061204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.9,0
"29",146.372342910535,7.09697161323945,0,0,0,0,0,0,1,14.9211911187804,23.1423652656461,19.0431730122407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.7,0
"30",118.982480728802,0.154729630036296,0,0,0,0,0,0,1,15.796278071279,26.5533702766589,16.3474903134648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,48.1,0
"31",117.722961924784,0.855168154826068,0,0,0,0,0,0,1,15.5927389413041,17.3083734621756,25.4345384097926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.7,0,0,42.5,0
"32",200.377481896753,20.8924217812153,0,0,0,0,0,0,1,16.5101947428615,23.2318313470445,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.1,0,0,64.6,0
"33",145.010044382154,5.87161121127505,0,0,0,0,0,0,1,15.7257357750165,27.337121307076,24.3481923853111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.1,0,0,67.2,0
"34",189.205325858444,17.1313552079788,0,0,0,0,0,0,0,11.7818110004216,43.0407603575509,14.7388557110167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.4,166.9,0,0,46.6,0
"35",153.173557580005,5.6948416270278,0,0,0,0,0,0,0,9.82247660472808,6.55132754834976,22.6518076146889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.3,112.1,0,0,63,0
"36",167.490773183836,5.85408311294912,0,0,0,0,0,0,0,13.3569628117712,17.4085692219278,20.2179712767426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.7,164,0,0,66.6,0
"37",149.407147862649,0.134474252270867,0,0,0,0,0,0,0,10.4816563015214,41.5536599896503,19.2172692048963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,60.8,0
"38",150.57416491474,0.323756538836577,0,0,0,0,0,0,0,8.89903713678202,36.250372016341,12.6525096865352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,49.7,0
"39",245.915440317683,25.8069787587017,0,0,0,0,0,0,0,7.34018695255798,12.3888120683559,17.7827307951037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.5,212,0,49.7,212
"40",156.581172623219,2.42007883471595,0,0,0,0,0,0,0,9.77901665359658,52.7266826337164,4.91295190367222,0,52.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.4,224.9,0,73.6,224.9
"41",167.407615043214,2.89282503829126,0,0,0,0,0,0,0,4.09612884449231,10.4061317133091,13.8259038073444,0,83.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.6,0,62.9,231.599999999999
"42",148.589581873394,0.546657155349347,0,0,0,0,0,0,0,2.32566593826231,20.3197734195308,8.04317301224073,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,90.0999999999999,0,0,67.6,0
"43",152.181266059332,0.2615035622942,0,0,0,0,0,0,0,4.92712639068261,34.0618023893032,7.52158650612036,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,234.7,0,63.5,234.7
"44",147.057229619248,0.487866630186029,0,0,0,0,0,0,0,2.65174129565489,43.1235986570856,16.4857983488703,0,70.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,258.1,221.7,0,58.3,221.699999999999
"45",151.35155337538,0.360970525576312,0,0,0,0,0,0,0,-2.03800674164523,21.1076013700592,14.4534741026687,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2,225,0,49.3,225
"46",176.243868255081,3.88372349707462,0,0,0,0,0,0,0,-3.52219977403536,7.09765297700061,14.025023850398,0,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116.8,2.8,0,51.6,2.8
"47",224.562485400607,14.389030525611,0,0,0,0,0,0,0,-7.89889997723055,3.89718892240802,15.6485563528199,0,134.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.6,189.1,0,63.2,189.1
"48",168.475589815464,1.45014782289273,0,0,0,0,0,0,0,-10.6995087585447,8.91085104749884,17.4517545172296,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.2,1.6,0,88.6,1.6
"49",177.491240364401,2.62943058618141,0,0,0,0,0,0,0,-7.56296988134198,20.2450620969179,16.7388046235296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.6,79.9,162.4,0,62.6,162.399999999999
"50",164.353188507358,0.0151725144228486,0,0,0,0,0,0,0,-6.39756904036515,12.7934905376982,10.2733572552359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156.3,91.4,NA,0,74.2,0.6
"51",106.063069376314,0.0187174827066404,1,0,0,0,0,0,0,-12.5417503238524,9.08227051123958,16.7714547411093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.7,139.3,0,0,136,0
"52",132.590516234525,5.15266905284399,0,1,0,0,0,0,0,-6.15271036571221,15.1128340490589,13.8306000233607,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.6,0,0,67,0
"2021-1",139.75706610605,0.141281419222453,0,0,0,0,0,0,0,-4.4296944792015,32.8052686565699,10,0,152.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.8999999999999,0
"2021-2",142.852604531651,0.0604297294484634,0,0,0,0,0,0,0,-3.48727527432295,29.3863233171053,10,0,165.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.3,0
"2021-3",180.301798645176,10.0696617712021,0,0,0,0,0,0,0,-2.40345594834088,25.6805874057232,17.7329476139082,0,190.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.8,0,0,0,58.1,10.5
"2021-4",129.752861480962,0.59729765130947,0,0,0,0,0,0,0,-4.2510347417615,26.8404787004793,19.3928636595682,0,39.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5,108.4,84.1,0,0,66.2,7.8
"2021-5",133.40808222378,2.29479669918883,0,0,0,0,0,0,0,-0.24076876454254,41.2340870214441,16.1094754623702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.5,163.5,182.8,0,0,90.4,6.8
"6",116.820369072647,0.42111743017667,0,0,0,0,0,0,0,-5.14182371508359,28.0811032277432,17.4749894371799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8,17.4,164.8,0,0,68.8,5.7
"7",203.457136183135,22.4977933162712,0,0,0,0,0,0,0,-8.26057176507664,11.098838568901,16.6345455718367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.5,0,128.7,0,0,74.4,6.9
"8",175.188974538659,17.9925262342083,0,0,0,0,0,0,0,-5.29915828020763,20.5699818852839,16.5038309696522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.6,0,0,0,0,61.5,11.8
"9",108.531651483298,1.01595179554934,0,0,0,0,0,0,0,-1.07037676175519,24.2493067266593,17.8190661011785,0,0,0,0,0,0,0,0,0,0,0,0,59.5,0,0,0,0,0,0,0,88.7,0,0,67.9,152.5
"10",110.969399672974,1.00083105148405,0,0,0,0,0,0,0,-0.514592605271787,34.9635583688758,15.2705794399443,0,0,0,0,0,0,0,0,0,0,0,0,174.7,0,0,0,0,0,0,122.7,0,0,0,73.3999999999999,4.8
"11",114.21910768512,0.418900095392542,0,0,0,0,0,0,0,-0.819399457461827,11.6646681671753,20.5160705933367,0,0,0,0,0,0,0,0,0,0,0,0,157.7,0,0,0,0,0,0,81.1000000000001,0,0,0,47.9,8.6
"12",213.313711749591,20.3409682815757,0,0,0,0,0,0,0,1.76664894710347,57.7937938625497,21.5892309546315,0,0,0,0,0,0,0,0,0,0,0,0,173.4,0,0,0,0,0,0,132.4,0,0,0,75.8000000000001,113.1
"13",128.768044849334,3.92505135545694,0,0,0,0,0,0,0,1.8991058107662,19.3804095938547,18.6811392737961,0,0,0,0,0,0,0,0,0,0,0,0,136.4,0,0,0,0,0,0,0,0,0,0,69.9,95.8
"14",115.864517636066,3.08900595885147,0,0,0,0,0,0,0,6.18144810006853,25.1509325489304,22.2957637534672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0000000000001,154
"15",124.856809156739,1.9743468066434,0,0,0,0,0,0,0,6.72335383147926,40.5339805915791,26.9687734926306,0,0,0,0,0,0,0,0,0,0,0,0,153.7,0,0,0,0,0,0,0,0,0,0,58.6,8.1
"16",89.2754029432376,1.48169569110925,0,0,0,3,0,0,0,10.1418569011017,5.75564146274428,34.9093173089038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,0,71.9,104.8
"17",168.08128941836,20.2432828159621,0,0,0,1,0,0,0,9.38336342830953,9.11446661071436,33.4837425642545,0,0,0,0,0,0,0,0,0,0,0,0,58.9,0,0,0,0,0,0,75.0000000000001,131.9,0,0,41.5,120.9
"18",134.717122167718,7.38232800431363,0,0,0,0,0,0,0,8.31614906545692,7.1763320650783,31.4836745600966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.3,109.7,0,0,56.7,9.9
"19",113.556645643541,0.807737198475613,0,0,0,0,0,0,0,11.8343940084375,32.3180318166801,29.7576772600205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.9,90.3,0,0,67,9.1
"20",108.946507825274,0.289492454287935,0,0,1,0,0,0,0,9.81382115448923,22.7625425589083,26.2662356661733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.4,0,0,0,0,62.9,177.6
"21",116.326092034571,0.137675625225066,0,0,0,0,0,0,0,9.69847436723108,32.418865137433,22.3305179567526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.5,0,125.9,61.4,41.1
"22",114.122868488671,1.3007764637408,0,0,0,0,1,0,0,12.7967366308936,43.0216202486311,31.1964995752765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2,0,0,0,144.6,66,5
"23",128.281242700304,1.99316875895406,0,0,0,0,0,1,0,12.7157543251186,60.151427637715,23.7473286882203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.2,0,0,0,118.8,79.1,14.8
